train_loss,val_loss
0.12407619506120682,0.13863782584667206
0.08112678676843643,0.07981903851032257
0.07032131403684616,0.08254267275333405
0.06500227749347687,0.08229778707027435
0.06438789516687393,0.06388088315725327
0.06290102005004883,0.07491858303546906
0.060713622719049454,0.06920656561851501
0.060955729335546494,0.08817446976900101
0.05996378883719444,0.06848509609699249
0.05923554673790932,0.06631791591644287
0.059236448258161545,0.06311532855033875
0.058595072478055954,0.06437918543815613
0.05792688578367233,0.06149015948176384
0.05833403393626213,0.06366540491580963
0.05726918578147888,0.06596662104129791
0.05683717876672745,0.07000917941331863
0.05824107676744461,0.07438445836305618
0.05663182958960533,0.062313374131917953
0.05645977333188057,0.0772397369146347
0.0564347542822361,0.06080886721611023
0.0567571260035038,0.05922585353255272
0.05638455972075462,0.09500127285718918
0.05582570657134056,0.06038377806544304
0.05538206547498703,0.0584753155708313
0.05525458976626396,0.06617055088281631
0.05467889457941055,0.05579064041376114
0.05532299354672432,0.0731416791677475
0.05587393790483475,0.08446294069290161
0.054750002920627594,0.06255028396844864
0.054940782487392426,0.05583162605762482
0.05440644919872284,0.05813973397016525
0.0548248291015625,0.06118466705083847
0.05471004173159599,0.05590680614113808
0.05510303005576134,0.058154355734586716
0.05447094887495041,0.05448625236749649
0.05405459925532341,0.058296430855989456
0.05461801588535309,0.05553063005208969
0.05368567258119583,0.05540066584944725
0.054131582379341125,0.06951315701007843
0.053656477481126785,0.05618170648813248
0.05344715341925621,0.05378934368491173
0.05376473814249039,0.05577412247657776
0.053182780742645264,0.05233468487858772
0.05424847453832626,0.05382123216986656
0.05323348566889763,0.054289352148771286
0.05334105342626572,0.055973391979932785
0.05319104716181755,0.060527630150318146
0.05293244495987892,0.05572479963302612
0.05355813354253769,0.06353804469108582
0.05331604555249214,0.06089191138744354
0.05359267070889473,0.05358574166893959
0.053252220153808594,0.0551028735935688
0.05378405377268791,0.0774572566151619
0.052737291902303696,0.05744457617402077
0.0525016188621521,0.05927276983857155
0.05260830000042915,0.055614031851291656
0.05328180640935898,0.06912685185670853
0.05302843451499939,0.05704999342560768
0.052746281027793884,0.06348979473114014
0.05290748178958893,0.06146085634827614
0.05223214626312256,0.051748186349868774
0.0525398813188076,0.05211835727095604
0.052646130323410034,0.05401326343417168
0.0528397411108017,0.06259041279554367
0.05261852964758873,0.05792716518044472
0.05497530847787857,0.055089063942432404
0.052826251834630966,0.05571548268198967
0.05260675027966499,0.056070420891046524
0.05265754461288452,0.05286232754588127
0.052692510187625885,0.05987885221838951
0.052481282502412796,0.05240267515182495
0.052158500999212265,0.052486956119537354
0.052563030272722244,0.056570373475551605
0.052195459604263306,0.05202368274331093
0.05273183807730675,0.05971965193748474
0.052022743970155716,0.052250511944293976
0.05219376087188721,0.05240880697965622
0.05208718776702881,0.05690828710794449
0.05235707759857178,0.05477673560380936
0.05217377841472626,0.052691757678985596
0.05186998471617699,0.05218535661697388
0.051684774458408356,0.051349058747291565
0.0530957356095314,0.053849171847105026
0.052474986761808395,0.051896221935749054
0.0516766682267189,0.055423952639102936
0.05183414742350578,0.05344332754611969
0.05150863155722618,0.052337829023599625
0.05170104280114174,0.052553657442331314
0.05220790207386017,0.05186798423528671
0.05196245759725571,0.0676933079957962
0.05153609812259674,0.051555734127759933
0.05183232203125954,0.051070429384708405
0.05214494466781616,0.05252401903271675
0.05175265297293663,0.055447645485401154
0.05217449739575386,0.055518027395009995
0.0513361431658268,0.0512404702603817
0.05157633125782013,0.05549338832497597
0.05180996283888817,0.05478990823030472
0.05164249241352081,0.05167802423238754
0.05330340191721916,0.05877173691987991
